"State","Year.Month","Report.Number"
"MT",2013-07-01,6
"MT",2013-08-01,5
"MT",2013-09-01,4
"MT",2013-10-01,2
"MT",2013-11-01,2
"MT",2013-12-01,1
"MT",2014-01-01,1
"MT",2014-02-01,4
"MT",2014-03-01,8
"MT",2014-04-01,3
"MT",2014-05-01,8
"MT",2014-06-01,5
"MT",2014-07-01,4
"MT",2014-08-01,10
"MT",2014-09-01,8
"MT",2014-10-01,6
"MT",2014-11-01,7
"MT",2014-12-01,12
"MT",2015-01-01,8
"MT",2015-02-01,4
"MT",2015-03-01,11
"MT",2015-04-01,4
"MT",2015-05-01,3
"MT",2015-06-01,9
"MT",2015-07-01,11
"MT",2015-08-01,6
"MT",2015-09-01,7
"MT",2015-10-01,9
"MT",2015-11-01,3
"MT",2015-12-01,6
"MT",2016-01-01,5
"MT",2016-02-01,3
"MT",2016-03-01,5
"MT",2016-04-01,15
"MT",2016-05-01,4
"MT",2016-06-01,10
"MT",2016-07-01,10
"MT",2016-08-01,5
"MT",2016-09-01,0
"NC",2000-01-01,53
"NC",2000-02-01,60
"NC",2000-03-01,69
"NC",2000-04-01,52
"NC",2000-05-01,71
"NC",2000-06-01,71
"NC",2000-07-01,61
"NC",2000-08-01,72
"NC",2000-09-01,57
"NC",2000-10-01,55
"NC",2000-11-01,53
"NC",2000-12-01,48
"NC",2001-01-01,36
"NC",2001-02-01,50
"NC",2001-03-01,45
"NC",2001-04-01,52
"NC",2001-05-01,61
"NC",2001-06-01,72
"NC",2001-07-01,60
"NC",2001-08-01,93
"NC",2001-09-01,82
"NC",2001-10-01,73
"NC",2001-11-01,48
"NC",2001-12-01,55
"NC",2002-01-01,48
"NC",2002-02-01,32
"NC",2002-03-01,55
"NC",2002-04-01,66
"NC",2002-05-01,55
"NC",2002-06-01,54
"NC",2002-07-01,71
"NC",2002-08-01,66
"NC",2002-09-01,69
"NC",2002-10-01,57
"NC",2002-11-01,32
"NC",2002-12-01,30
"NC",2003-01-01,30
"NC",2003-02-01,31
"NC",2003-03-01,41
"NC",2003-04-01,36
"NC",2003-05-01,47
"NC",2003-06-01,49
"NC",2003-07-01,48
"NC",2003-08-01,45
"NC",2003-09-01,36
"NC",2003-10-01,26
"NC",2003-11-01,32
"NC",2003-12-01,19
"NC",2004-01-01,25
"NC",2004-02-01,27
"NC",2004-03-01,47
"NC",2004-04-01,69
"NC",2004-05-01,53
"NC",2004-06-01,49
"NC",2004-07-01,50
"NC",2004-08-01,54
"NC",2004-09-01,42
"NC",2004-10-01,33
"NC",2004-11-01,45
"NC",2004-12-01,36
"NC",2005-01-01,33
"NC",2005-02-01,28
"NC",2005-03-01,26
"NC",2005-04-01,49
"NC",2005-05-01,39
"NC",2005-06-01,40
"NC",2005-07-01,32
"NC",2005-08-01,47
"NC",2005-09-01,39
"NC",2005-10-01,42
"NC",2005-11-01,37
"NC",2005-12-01,26
"NC",2006-01-01,30
"NC",2006-02-01,33
"NC",2006-03-01,37
"NC",2006-04-01,43
"NC",2006-05-01,55
"NC",2006-06-01,44
"NC",2006-07-01,51
"NC",2006-08-01,59
"NC",2006-09-01,43
"NC",2006-10-01,40
"NC",2006-11-01,41
"NC",2006-12-01,30
"NC",2007-01-01,42
"NC",2007-02-01,31
"NC",2007-03-01,37
"NC",2007-04-01,42
"NC",2007-05-01,43
"NC",2007-06-01,62
"NC",2007-07-01,43
"NC",2007-08-01,54
"NC",2007-09-01,42
"NC",2007-10-01,42
"NC",2007-11-01,26
"NC",2007-12-01,29
"NC",2008-01-01,39
"NC",2008-02-01,38
"NC",2008-03-01,27
"NC",2008-04-01,41
"NC",2008-05-01,52
"NC",2008-06-01,46
"NC",2008-07-01,51
"NC",2008-08-01,50
"NC",2008-09-01,42
"NC",2008-10-01,25
"NC",2008-11-01,34
"NC",2008-12-01,24
"NC",2009-01-01,25
"NC",2009-02-01,32
"NC",2009-03-01,26
"NC",2009-04-01,46
"NC",2009-05-01,50
"NC",2009-06-01,43
"NC",2009-07-01,38
"NC",2009-08-01,40
"NC",2009-09-01,38
"NC",2009-10-01,31
"NC",2009-11-01,20
"NC",2009-12-01,29
"NC",2010-01-01,33
"NC",2010-02-01,29
"NC",2010-03-01,34
"NC",2010-04-01,35
"NC",2010-05-01,40
"NC",2010-06-01,53
"NC",2010-07-01,44
"NC",2010-08-01,58
"NC",2010-09-01,37
"NC",2010-10-01,27
"NC",2010-11-01,30
"NC",2010-12-01,27
"NC",2011-01-01,25
"NC",2011-02-01,21
"NC",2011-03-01,34
"NC",2011-04-01,35
"NC",2011-05-01,41
"NC",2011-06-01,54
"NC",2011-07-01,43
"NC",2011-08-01,46
"NC",2011-09-01,31
"NC",2011-10-01,20
"NC",2011-11-01,18
"NC",2011-12-01,19
"NC",2012-01-01,23
"NC",2012-02-01,29
"NC",2012-03-01,29
"NC",2012-04-01,29
"NC",2012-05-01,37
"NC",2012-06-01,33
"NC",2012-07-01,40
"NC",2012-08-01,38
"NC",2012-09-01,24
"NC",2012-10-01,46
"NC",2012-11-01,29
"NC",2012-12-01,31
"NC",2013-01-01,34
"NC",2013-02-01,19
"NC",2013-03-01,25
"NC",2013-04-01,40
"NC",2013-05-01,39
"NC",2013-06-01,26
"NC",2013-07-01,43
"NC",2013-08-01,28
"NC",2013-09-01,19
"NC",2013-10-01,43
"NC",2013-11-01,27
"NC",2013-12-01,23
"NC",2014-01-01,37
"NC",2014-02-01,30
"NC",2014-03-01,26
"NC",2014-04-01,35
"NC",2014-05-01,41
"NC",2014-06-01,36
"NC",2014-07-01,38
"NC",2014-08-01,33
"NC",2014-09-01,37
"NC",2014-10-01,31
"NC",2014-11-01,22
"NC",2014-12-01,21
"NC",2015-01-01,21
"NC",2015-02-01,18
"NC",2015-03-01,24
"NC",2015-04-01,27
"NC",2015-05-01,32
"NC",2015-06-01,36
"NC",2015-07-01,41
"NC",2015-08-01,38
"NC",2015-09-01,40
"NC",2015-10-01,39
"NC",2015-11-01,28
"NC",2015-12-01,28
"NC",2016-01-01,24
"NC",2016-02-01,22
"NC",2016-03-01,43
"NC",2016-04-01,42
"NC",2016-05-01,37
"NC",2016-06-01,54
"NC",2016-07-01,42
"NC",2016-08-01,57
"NC",2016-09-01,19
"ND",2000-01-01,3
"ND",2000-02-01,3
"ND",2000-03-01,0
"ND",2000-04-01,3
"ND",2000-05-01,3
"ND",2000-06-01,3
"ND",2000-07-01,1
"ND",2000-08-01,1
"ND",2000-09-01,1
"ND",2000-10-01,0
"ND",2000-11-01,2
"ND",2000-12-01,2
"ND",2001-01-01,1
"ND",2001-02-01,3
"ND",2001-03-01,1
"ND",2001-04-01,4
"ND",2001-05-01,4
"ND",2001-06-01,3
"ND",2001-07-01,2
"ND",2001-08-01,2
"ND",2001-09-01,5
"ND",2001-10-01,2
"ND",2001-11-01,1
"ND",2001-12-01,2
"ND",2002-01-01,2
"ND",2002-02-01,2
"ND",2002-03-01,3
"ND",2002-04-01,3
"ND",2002-05-01,3
"ND",2002-06-01,4
"ND",2002-07-01,2
"ND",2002-08-01,0
"ND",2002-09-01,1
"ND",2002-10-01,2
"ND",2002-11-01,2
"ND",2002-12-01,2
"ND",2003-01-01,1
"ND",2003-02-01,0
"ND",2003-03-01,1
"ND",2003-04-01,0
"ND",2003-05-01,6
"ND",2003-06-01,2
"ND",2003-07-01,7
"ND",2003-08-01,2
"ND",2003-09-01,2
"ND",2003-10-01,0
"ND",2003-11-01,1
"ND",2003-12-01,1
"ND",2004-01-01,2
"ND",2004-02-01,1
"ND",2004-03-01,2
"ND",2004-04-01,1
"ND",2004-05-01,2
"ND",2004-06-01,3
"ND",2004-07-01,5
"ND",2004-08-01,2
"ND",2004-09-01,2
"ND",2004-10-01,2
"ND",2004-11-01,1
"ND",2004-12-01,1
"ND",2005-01-01,0
"ND",2005-02-01,2
"ND",2005-03-01,7
"ND",2005-04-01,1
"ND",2005-05-01,1
"ND",2005-06-01,1
"ND",2005-07-01,2
"ND",2005-08-01,3
"ND",2005-09-01,1
"ND",2005-10-01,2
"ND",2005-11-01,0
"ND",2005-12-01,1
"ND",2006-01-01,0
"ND",2006-02-01,2
"ND",2006-03-01,3
"ND",2006-04-01,4
"ND",2006-05-01,2
"ND",2006-06-01,7
"ND",2006-07-01,5
"ND",2006-08-01,2
"ND",2006-09-01,2
"ND",2006-10-01,1
"ND",2006-11-01,2
"ND",2006-12-01,2
"ND",2007-01-01,3
"ND",2007-02-01,3
"ND",2007-03-01,5
"ND",2007-04-01,0
"ND",2007-05-01,8
"ND",2007-06-01,4
"ND",2007-07-01,4
"ND",2007-08-01,2
"ND",2007-09-01,3
"ND",2007-10-01,2
"ND",2007-11-01,1
"ND",2007-12-01,4
"ND",2008-01-01,5
"ND",2008-02-01,3
"ND",2008-03-01,3
"ND",2008-04-01,2
"ND",2008-05-01,4
"ND",2008-06-01,2
"ND",2008-07-01,3
"ND",2008-08-01,2
"ND",2008-09-01,4
"ND",2008-10-01,3
"ND",2008-11-01,4
"ND",2008-12-01,5
"ND",2009-01-01,4
"ND",2009-02-01,0
"ND",2009-03-01,0
"ND",2009-04-01,1
"ND",2009-05-01,2
"ND",2009-06-01,4
"ND",2009-07-01,3
"ND",2009-08-01,2
"ND",2009-09-01,1
"ND",2009-10-01,0
"ND",2009-11-01,1
"ND",2009-12-01,0
"ND",2010-01-01,1
"ND",2010-02-01,0
"ND",2010-03-01,3
"ND",2010-04-01,2
"ND",2010-05-01,1
"ND",2010-06-01,4
"ND",2010-07-01,4
"ND",2010-08-01,5
"ND",2010-09-01,6
"ND",2010-10-01,4
"ND",2010-11-01,1
"ND",2010-12-01,2
"ND",2011-01-01,1
"ND",2011-02-01,2
"ND",2011-03-01,4
"ND",2011-04-01,4
"ND",2011-05-01,1
"ND",2011-06-01,1
"ND",2011-07-01,2
"ND",2011-08-01,1
"ND",2011-09-01,2
"ND",2011-10-01,2
"ND",2011-11-01,1
"ND",2011-12-01,3
"ND",2012-01-01,8
"ND",2012-02-01,2
"ND",2012-03-01,4
"ND",2012-04-01,3
"ND",2012-05-01,7
"ND",2012-06-01,5
"ND",2012-07-01,2
"ND",2012-08-01,5
"ND",2012-09-01,11
"ND",2012-10-01,6
"ND",2012-11-01,3
"ND",2012-12-01,6
"ND",2013-01-01,3
"ND",2013-02-01,3
"ND",2013-03-01,6
"ND",2013-04-01,4
"ND",2013-05-01,2
"ND",2013-06-01,6
"ND",2013-07-01,5
"ND",2013-08-01,5
"ND",2013-09-01,7
"ND",2013-10-01,6
"ND",2013-11-01,3
"ND",2013-12-01,4
"ND",2014-01-01,5
"ND",2014-02-01,6
"ND",2014-03-01,5
"ND",2014-04-01,4
"ND",2014-05-01,3
"ND",2014-06-01,10
"ND",2014-07-01,7
"ND",2014-08-01,7
"ND",2014-09-01,10
"ND",2014-10-01,8
"ND",2014-11-01,2
"ND",2014-12-01,5
"ND",2015-01-01,3
"ND",2015-02-01,7
"ND",2015-03-01,3
"ND",2015-04-01,6
"ND",2015-05-01,9
"ND",2015-06-01,7
"ND",2015-07-01,4
"ND",2015-08-01,4
"ND",2015-09-01,3
"ND",2015-10-01,7
"ND",2015-11-01,2
"ND",2015-12-01,1
"ND",2016-01-01,1
"ND",2016-02-01,3
"ND",2016-03-01,2
"ND",2016-04-01,3
"ND",2016-05-01,2
"ND",2016-06-01,3
"ND",2016-07-01,3
"ND",2016-08-01,2
"ND",2016-09-01,1
"NE",2000-01-01,5
"NE",2000-02-01,10
"NE",2000-03-01,7
"NE",2000-04-01,8
"NE",2000-05-01,8
"NE",2000-06-01,12
"NE",2000-07-01,4
"NE",2000-08-01,17
"NE",2000-09-01,9
"NE",2000-10-01,1
"NE",2000-11-01,7
"NE",2000-12-01,6
"NE",2001-01-01,10
"NE",2001-02-01,7
"NE",2001-03-01,10
"NE",2001-04-01,8
"NE",2001-05-01,11
"NE",2001-06-01,9
"NE",2001-07-01,8
"NE",2001-08-01,9
"NE",2001-09-01,7
"NE",2001-10-01,5
"NE",2001-11-01,10
"NE",2001-12-01,4
"NE",2002-01-01,11
"NE",2002-02-01,2
"NE",2002-03-01,4
"NE",2002-04-01,8
"NE",2002-05-01,3
"NE",2002-06-01,6
"NE",2002-07-01,13
"NE",2002-08-01,6
"NE",2002-09-01,8
"NE",2002-10-01,7
"NE",2002-11-01,4
"NE",2002-12-01,2
"NE",2003-01-01,10
"NE",2003-02-01,3
"NE",2003-03-01,4
"NE",2003-04-01,5
"NE",2003-05-01,6
"NE",2003-06-01,5
"NE",2003-07-01,4
"NE",2003-08-01,8
"NE",2003-09-01,5
"NE",2003-10-01,7
"NE",2003-11-01,2
"NE",2003-12-01,6
"NE",2004-01-01,6
"NE",2004-02-01,6
"NE",2004-03-01,4
"NE",2004-04-01,2
"NE",2004-05-01,5
"NE",2004-06-01,7
"NE",2004-07-01,7
"NE",2004-08-01,1
"NE",2004-09-01,7
"NE",2004-10-01,6
"NE",2004-11-01,2
"NE",2004-12-01,5
"NE",2005-01-01,3
"NE",2005-02-01,5
"NE",2005-03-01,5
"NE",2005-04-01,8
"NE",2005-05-01,6
"NE",2005-06-01,6
"NE",2005-07-01,4
"NE",2005-08-01,7
"NE",2005-09-01,8
"NE",2005-10-01,6
"NE",2005-11-01,4
"NE",2005-12-01,4
"NE",2006-01-01,5
"NE",2006-02-01,4
"NE",2006-03-01,2
"NE",2006-04-01,8
"NE",2006-05-01,5
"NE",2006-06-01,8
"NE",2006-07-01,11
"NE",2006-08-01,8
"NE",2006-09-01,9
"NE",2006-10-01,4
"NE",2006-11-01,5
"NE",2006-12-01,5
"NE",2007-01-01,6
"NE",2007-02-01,5
"NE",2007-03-01,11
"NE",2007-04-01,6
"NE",2007-05-01,8
"NE",2007-06-01,7
"NE",2007-07-01,4
"NE",2007-08-01,9
"NE",2007-09-01,7
"NE",2007-10-01,7
"NE",2007-11-01,8
"NE",2007-12-01,2
"NE",2008-01-01,6
"NE",2008-02-01,6
"NE",2008-03-01,6
"NE",2008-04-01,5
"NE",2008-05-01,6
"NE",2008-06-01,7
"NE",2008-07-01,11
"NE",2008-08-01,8
"NE",2008-09-01,8
"NE",2008-10-01,10
"NE",2008-11-01,5
"NE",2008-12-01,2
"NE",2009-01-01,4
"NE",2009-02-01,8
"NE",2009-03-01,5
"NE",2009-04-01,8
"NE",2009-05-01,1
"NE",2009-06-01,6
"NE",2009-07-01,5
"NE",2009-08-01,5
"NE",2009-09-01,4
"NE",2009-10-01,6
"NE",2009-11-01,4
"NE",2009-12-01,1
"NE",2010-01-01,3
"NE",2010-02-01,2
"NE",2010-03-01,9
"NE",2010-04-01,2
"NE",2010-05-01,7
"NE",2010-06-01,8
"NE",2010-07-01,7
"NE",2010-08-01,4
"NE",2010-09-01,3
"NE",2010-10-01,3
"NE",2010-11-01,3
"NE",2010-12-01,4
"NE",2011-01-01,4
"NE",2011-02-01,3
"NE",2011-03-01,5
"NE",2011-04-01,5
"NE",2011-05-01,2
"NE",2011-06-01,4
"NE",2011-07-01,6
"NE",2011-08-01,2
"NE",2011-09-01,4
"NE",2011-10-01,7
"NE",2011-11-01,6
"NE",2011-12-01,1
"NE",2012-01-01,2
"NE",2012-02-01,4
"NE",2012-03-01,5
"NE",2012-04-01,5
"NE",2012-05-01,4
"NE",2012-06-01,8
"NE",2012-07-01,6
"NE",2012-08-01,9
"NE",2012-09-01,3
"NE",2012-10-01,8
"NE",2012-11-01,2
"NE",2012-12-01,3
"NE",2013-01-01,6
"NE",2013-02-01,2
"NE",2013-03-01,2
"NE",2013-04-01,4
"NE",2013-05-01,1
"NE",2013-06-01,8
"NE",2013-07-01,9
"NE",2013-08-01,6
"NE",2013-09-01,4
"NE",2013-10-01,3
"NE",2013-11-01,10
"NE",2013-12-01,4
"NE",2014-01-01,6
"NE",2014-02-01,4
"NE",2014-03-01,6
"NE",2014-04-01,5
"NE",2014-05-01,6
"NE",2014-06-01,2
"NE",2014-07-01,10
"NE",2014-08-01,6
"NE",2014-09-01,3
"NE",2014-10-01,4
"NE",2014-11-01,3
"NE",2014-12-01,4
"NE",2015-01-01,3
"NE",2015-02-01,7
"NE",2015-03-01,5
"NE",2015-04-01,4
"NE",2015-05-01,8
"NE",2015-06-01,8
"NE",2015-07-01,4
"NE",2015-08-01,8
"NE",2015-09-01,4
"NE",2015-10-01,4
"NE",2015-11-01,2
"NE",2015-12-01,2
"NE",2016-01-01,4
"NE",2016-02-01,2
"NE",2016-03-01,7
"NE",2016-04-01,4
"NE",2016-05-01,1
"NE",2016-06-01,6
"NE",2016-07-01,2
"NE",2016-08-01,5
"NE",2016-09-01,7
"NH",2000-01-01,2
"NH",2000-02-01,4
"NH",2000-03-01,4
"NH",2000-04-01,1
"NH",2000-05-01,1
"NH",2000-06-01,3
"NH",2000-07-01,4
"NH",2000-08-01,2
"NH",2000-09-01,2
"NH",2000-10-01,3
"NH",2000-11-01,1
"NH",2000-12-01,2
"NH",2001-01-01,2
"NH",2001-02-01,1
"NH",2001-03-01,2
"NH",2001-04-01,1
"NH",2001-05-01,2
"NH",2001-06-01,5
"NH",2001-07-01,3
"NH",2001-08-01,1
"NH",2001-09-01,2
"NH",2001-10-01,1
"NH",2001-11-01,3
"NH",2001-12-01,1
"NH",2002-01-01,0
"NH",2002-02-01,1
"NH",2002-03-01,0
"NH",2002-04-01,2
"NH",2002-05-01,3
"NH",2002-06-01,0
"NH",2002-07-01,0
"NH",2002-08-01,2
"NH",2002-09-01,3
"NH",2002-10-01,2
"NH",2002-11-01,1
"NH",2002-12-01,1
"NH",2003-01-01,1
"NH",2003-02-01,1
"NH",2003-03-01,4
"NH",2003-04-01,0
"NH",2003-05-01,4
"NH",2003-06-01,1
"NH",2003-07-01,3
"NH",2003-08-01,1
"NH",2003-09-01,2
"NH",2003-10-01,0
"NH",2003-11-01,1
"NH",2003-12-01,0
"NH",2004-01-01,1
"NH",2004-02-01,1
"NH",2004-03-01,2
"NH",2004-04-01,2
"NH",2004-05-01,3
"NH",2004-06-01,4
"NH",2004-07-01,3
"NH",2004-08-01,2
"NH",2004-09-01,4
"NH",2004-10-01,0
"NH",2004-11-01,1
"NH",2004-12-01,0
"NH",2005-01-01,1
"NH",2005-02-01,1
"NH",2005-03-01,1
"NH",2005-04-01,1
"NH",2005-05-01,6
"NH",2005-06-01,3
"NH",2005-07-01,2
"NH",2005-08-01,4
"NH",2005-09-01,5
"NH",2005-10-01,0
"NH",2005-11-01,0
"NH",2005-12-01,3
"NH",2006-01-01,2
"NH",2006-02-01,2
"NH",2006-03-01,2
"NH",2006-04-01,3
"NH",2006-05-01,4
"NH",2006-06-01,2
"NH",2006-07-01,2
"NH",2006-08-01,3
"NH",2006-09-01,3
"NH",2006-10-01,2
"NH",2006-11-01,1
"NH",2006-12-01,0
"NH",2007-01-01,6
"NH",2007-02-01,5
"NH",2007-03-01,0
"NH",2007-04-01,2
"NH",2007-05-01,2
"NH",2007-06-01,2
"NH",2007-07-01,0
"NH",2007-08-01,6
"NH",2007-09-01,6
"NH",2007-10-01,7
"NH",2007-11-01,4
"NH",2007-12-01,2
"NH",2008-01-01,4
"NH",2008-02-01,0
"NH",2008-03-01,0
"NH",2008-04-01,3
"NH",2008-05-01,6
"NH",2008-06-01,1
"NH",2008-07-01,0
"NH",2008-08-01,3
"NH",2008-09-01,1
"NH",2008-10-01,0
"NH",2008-11-01,2
"NH",2008-12-01,2
"NH",2009-01-01,0
"NH",2009-02-01,1
"NH",2009-03-01,0
"NH",2009-04-01,2
"NH",2009-05-01,2
"NH",2009-06-01,5
"NH",2009-07-01,3
"NH",2009-08-01,7
"NH",2009-09-01,4
"NH",2009-10-01,2
"NH",2009-11-01,2
"NH",2009-12-01,2
"NH",2010-01-01,1
"NH",2010-02-01,2
"NH",2010-03-01,3
"NH",2010-04-01,0
"NH",2010-05-01,4
"NH",2010-06-01,2
"NH",2010-07-01,4
"NH",2010-08-01,3
"NH",2010-09-01,7
"NH",2010-10-01,4
"NH",2010-11-01,2
"NH",2010-12-01,1
"NH",2011-01-01,2
"NH",2011-02-01,2
"NH",2011-03-01,1
"NH",2011-04-01,4
"NH",2011-05-01,2
"NH",2011-06-01,5
"NH",2011-07-01,4
"NH",2011-08-01,3
"NH",2011-09-01,4
"NH",2011-10-01,1
"NH",2011-11-01,2
"NH",2011-12-01,1
"NH",2012-01-01,0
"NH",2012-02-01,1
"NH",2012-03-01,3
"NH",2012-04-01,6
"NH",2012-05-01,5
"NH",2012-06-01,3
"NH",2012-07-01,5
"NH",2012-08-01,4
"NH",2012-09-01,2
"NH",2012-10-01,1
"NH",2012-11-01,3
"NH",2012-12-01,2
"NH",2013-01-01,2
"NH",2013-02-01,1
"NH",2013-03-01,2
"NH",2013-04-01,4
"NH",2013-05-01,5
"NH",2013-06-01,4
"NH",2013-07-01,5
"NH",2013-08-01,7
"NH",2013-09-01,1
"NH",2013-10-01,3
"NH",2013-11-01,3
"NH",2013-12-01,4
"NH",2014-01-01,1
"NH",2014-02-01,3
"NH",2014-03-01,3
"NH",2014-04-01,4
"NH",2014-05-01,5
"NH",2014-06-01,6
"NH",2014-07-01,2
"NH",2014-08-01,6
"NH",2014-09-01,3
"NH",2014-10-01,4
"NH",2014-11-01,2
"NH",2014-12-01,1
"NH",2015-01-01,2
"NH",2015-02-01,1
"NH",2015-03-01,8
"NH",2015-04-01,3
"NH",2015-05-01,3
"NH",2015-06-01,4
"NH",2015-07-01,1
"NH",2015-08-01,6
"NH",2015-09-01,2
"NH",2015-10-01,4
"NH",2015-11-01,2
"NH",2015-12-01,2
"NH",2016-01-01,5
"NH",2016-02-01,3
"NH",2016-03-01,5
"NH",2016-04-01,5
"NH",2016-05-01,2
"NH",2016-06-01,3
"NH",2016-07-01,8
"NH",2016-08-01,6
"NH",2016-09-01,2
"NJ",2000-01-01,48
"NJ",2000-02-01,43
"NJ",2000-03-01,40
"NJ",2000-04-01,30
"NJ",2000-05-01,66
"NJ",2000-06-01,56
"NJ",2000-07-01,39
"NJ",2000-08-01,49
"NJ",2000-09-01,27
"NJ",2000-10-01,35
"NJ",2000-11-01,18
"NJ",2000-12-01,23
"NJ",2001-01-01,31
"NJ",2001-02-01,29
"NJ",2001-03-01,19
"NJ",2001-04-01,36
"NJ",2001-05-01,38
"NJ",2001-06-01,53
"NJ",2001-07-01,38
"NJ",2001-08-01,40
"NJ",2001-09-01,33
"NJ",2001-10-01,36
"NJ",2001-11-01,23
"NJ",2001-12-01,23
"NJ",2002-01-01,33
"NJ",2002-02-01,27
"NJ",2002-03-01,33
"NJ",2002-04-01,38
"NJ",2002-05-01,27
"NJ",2002-06-01,32
"NJ",2002-07-01,46
"NJ",2002-08-01,47
"NJ",2002-09-01,42
"NJ",2002-10-01,40
"NJ",2002-11-01,32
"NJ",2002-12-01,21
"NJ",2003-01-01,42
"NJ",2003-02-01,27
"NJ",2003-03-01,49
"NJ",2003-04-01,48
"NJ",2003-05-01,48
"NJ",2003-06-01,34
"NJ",2003-07-01,54
"NJ",2003-08-01,56
"NJ",2003-09-01,43
"NJ",2003-10-01,42
"NJ",2003-11-01,31
"NJ",2003-12-01,24
"NJ",2004-01-01,30
"NJ",2004-02-01,36
"NJ",2004-03-01,46
"NJ",2004-04-01,40
"NJ",2004-05-01,30
"NJ",2004-06-01,44
"NJ",2004-07-01,48
"NJ",2004-08-01,33
"NJ",2004-09-01,15
"NJ",2004-10-01,19
"NJ",2004-11-01,26
"NJ",2004-12-01,23
"NJ",2005-01-01,37
"NJ",2005-02-01,20
"NJ",2005-03-01,32
"NJ",2005-04-01,38
"NJ",2005-05-01,32
"NJ",2005-06-01,46
"NJ",2005-07-01,47
"NJ",2005-08-01,44
"NJ",2005-09-01,43
"NJ",2005-10-01,38
"NJ",2005-11-01,36
"NJ",2005-12-01,25
"NJ",2006-01-01,31
"NJ",2006-02-01,38
"NJ",2006-03-01,54
"NJ",2006-04-01,30
"NJ",2006-05-01,57
"NJ",2006-06-01,45
"NJ",2006-07-01,36
"NJ",2006-08-01,50
"NJ",2006-09-01,39
"NJ",2006-10-01,39
"NJ",2006-11-01,35
"NJ",2006-12-01,24
"NJ",2007-01-01,29
"NJ",2007-02-01,27
"NJ",2007-03-01,38
"NJ",2007-04-01,34
"NJ",2007-05-01,36
"NJ",2007-06-01,36
"NJ",2007-07-01,39
"NJ",2007-08-01,29
"NJ",2007-09-01,25
"NJ",2007-10-01,33
"NJ",2007-11-01,37
"NJ",2007-12-01,27
"NJ",2008-01-01,29
"NJ",2008-02-01,25
"NJ",2008-03-01,31
"NJ",2008-04-01,22
"NJ",2008-05-01,27
"NJ",2008-06-01,54
"NJ",2008-07-01,40
"NJ",2008-08-01,39
"NJ",2008-09-01,42
"NJ",2008-10-01,28
"NJ",2008-11-01,21
"NJ",2008-12-01,28
"NJ",2009-01-01,13
"NJ",2009-02-01,18
"NJ",2009-03-01,29
"NJ",2009-04-01,20
"NJ",2009-05-01,26
"NJ",2009-06-01,35
"NJ",2009-07-01,39
"NJ",2009-08-01,37
"NJ",2009-09-01,33
"NJ",2009-10-01,30
"NJ",2009-11-01,25
"NJ",2009-12-01,21
"NJ",2010-01-01,22
"NJ",2010-02-01,30
"NJ",2010-03-01,28
"NJ",2010-04-01,20
"NJ",2010-05-01,29
"NJ",2010-06-01,26
"NJ",2010-07-01,38
"NJ",2010-08-01,45
"NJ",2010-09-01,31
"NJ",2010-10-01,31
"NJ",2010-11-01,25
"NJ",2010-12-01,16
"NJ",2011-01-01,9
"NJ",2011-02-01,25
"NJ",2011-03-01,35
"NJ",2011-04-01,24
"NJ",2011-05-01,25
"NJ",2011-06-01,48
"NJ",2011-07-01,34
"NJ",2011-08-01,28
"NJ",2011-09-01,34
"NJ",2011-10-01,38
"NJ",2011-11-01,33
"NJ",2011-12-01,23
"NJ",2012-01-01,33
"NJ",2012-02-01,26
"NJ",2012-03-01,36
"NJ",2012-04-01,31
"NJ",2012-05-01,38
"NJ",2012-06-01,27
"NJ",2012-07-01,44
"NJ",2012-08-01,40
"NJ",2012-09-01,36
"NJ",2012-10-01,29
"NJ",2012-11-01,19
"NJ",2012-12-01,13
"NJ",2013-01-01,24
"NJ",2013-02-01,26
"NJ",2013-03-01,39
"NJ",2013-04-01,38
"NJ",2013-05-01,38
"NJ",2013-06-01,41
"NJ",2013-07-01,36
"NJ",2013-08-01,42
"NJ",2013-09-01,44
"NJ",2013-10-01,38
"NJ",2013-11-01,31
"NJ",2013-12-01,30
"NJ",2014-01-01,23
"NJ",2014-02-01,24
"NJ",2014-03-01,24
"NJ",2014-04-01,33
"NJ",2014-05-01,36
"NJ",2014-06-01,32
"NJ",2014-07-01,44
"NJ",2014-08-01,29
"NJ",2014-09-01,33
"NJ",2014-10-01,33
"NJ",2014-11-01,33
"NJ",2014-12-01,29
"NJ",2015-01-01,22
"NJ",2015-02-01,22
"NJ",2015-03-01,38
"NJ",2015-04-01,31
"NJ",2015-05-01,33
"NJ",2015-06-01,34
"NJ",2015-07-01,58
"NJ",2015-08-01,42
"NJ",2015-09-01,38
"NJ",2015-10-01,52
"NJ",2015-11-01,43
"NJ",2015-12-01,24
"NJ",2016-01-01,29
"NJ",2016-02-01,29
"NJ",2016-03-01,32
"NJ",2016-04-01,34
"NJ",2016-05-01,55
"NJ",2016-06-01,40
"NJ",2016-07-01,32
"NJ",2016-08-01,42
"NJ",2016-09-01,17
"NM",2000-01-01,3
"NM",2000-02-01,1
"NM",2000-03-01,9
"NM",2000-04-01,13
"NM",2000-05-01,6
"NM",2000-06-01,12
"NM",2000-07-01,11
"NM",2000-08-01,9
"NM",2000-09-01,10
"NM",2000-10-01,7
"NM",2000-11-01,10
"NM",2000-12-01,4
"NM",2001-01-01,7
"NM",2001-02-01,5
"NM",2001-03-01,8
"NM",2001-04-01,6
